OBJECTID,Request_ID,Create_Date,Department,Request_Type,Address,District,Status,Close_Date,Origin,Latitude,Longitude,Year,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
1,317646,1609459560000,Street Maintenance,Drains,WARES FERRY RD,1.0,Closed,1643834160000.0,Website,32.387676,-86.232888,2021,{3FD41E46-D4C9-4A5D-B1DD-7F054B2A4B2E},,,,,532826.7559288293,686881.8812259063
2,317647,1609467660000,Sanitation Department,General Sanitation Inquiry,700 MARY ANN DR,2.0,Closed,1610051940000.0,Website,32.3952613,-86.2352616,2021,{B03AD99B-CEDF-49B3-A264-CA69A7023CB2},,,,,532104.4066517465,689644.2569347396
3,317648,1609687260000,Code Enforcement,Nuisance,702 WOODROW ST,7.0,Closed,1609857600000.0,Report2Gov Android,32.3571,-86.3187,2021,{CCA24BA4-6351-4181-BF63-D7E1250C53E0},,,,,506286.4491014108,675867.4915093258
4,317649,1609691100000,Sanitation Department,Schedule A Bulk Pick Up***DO NOT USE***,541 BELLEHURST DR,1.0,Closed,1617628620000.0,Website,32.3704445,-86.235976,2021,{0C8C97CB-569C-4B3C-8B59-2B774020EA13},,,,,531849.9110977463,680616.4245967418
5,317650,1609733400000,Building Maintenance,COM Plumbing,25 WASHINGTON AVE,3.0,Closed,1609770300000.0,Call Center,32.376554,-86.308317,2021,{631B9A31-0687-4557-8292-A819F97779C1},,,,,509524.14078874514,682930.730007492
6,317651,1609733580000,Street Maintenance,Sidewalk,6173 SOUTH HAMPTON DR,6.0,Closed,1677766380000.0,Call Center,32.3013892,-86.2266284,2021,{442605EB-63F3-450B-9746-5BC78479F762},,,,,534643.7788695805,655482.7087881565
7,317652,1609733700000,Street Maintenance,COM Barricade Request ,725 AMITY LN,2.0,Closed,1610641560000.0,Call Center,32.3970683,-86.204056,2021,{A2A92AB7-BA2F-4D95-8594-D10FCAF74861},,,,,541738.9054273292,690266.8701908216
8,317653,1609766580000,Code Enforcement,Nuisance,2220 MCCARTER AVE,3.0,Closed,1609873740000.0,Call Center,32.3877408,-86.2755452,2021,{1054EBBB-D742-4823-83DA-74A68E48E370},,,,,519658.74781607836,686957.2705108225
9,317654,1609767960000,FAQ,Ask 3-1-1,,,Closed,1609767960000.0,Call Center,0.0,0.0,2021,{CC51C2DE-34AD-45BE-844F-ACACC6A89386},,,,,NaN,NaN
10,317655,1609768740000,Sanitation Department,Garbage/Debris Dumping ( For debris that have been dumped mainly in downtown Montgomery along the r.o.w),WARES FERRY RD,2.0,Closed,1617628620000.0,Call Center,32.4007846,-86.1899492,2021,{929EEC1E-5FE4-4086-A14D-A29FA215D1E4},,,,,546097.6631139964,691604.0991436541
11,317656,1609769100000,FAQ,Ask 3-1-1,,,Closed,1609769100000.0,Call Center,0.0,0.0,2021,{AF0315FF-B53D-4B6B-AD7A-23B76B49B6AB},,,,,NaN,NaN
12,317657,1609769460000,Sanitation Department,Pick Up Container,4015 CHELSEA DR,3.0,Closed,1610112060000.0,Call Center,32.4164431,-86.275352,2021,{E0061B47-1138-408F-8F17-C50E4E2E7528},,,,,519761.5569936633,697399.3339442387
13,317658,1609769700000,Building Maintenance,COM Carpentry,206 FEDERAL DR,2.0,Closed,1609850520000.0,Call Center,32.383493,-86.2723032,2021,{D2896EAD-9286-426A-804A-000380A88202},,,,,520653.19891116396,685407.741457656
14,317659,1609769760000,Building Maintenance,COM Roofing,329 E Vandiver Blvd,3.0,Closed,1610027220000.0,Call Center,32.417846,-86.2773105,2021,{D940C444-8CF6-41DD-9A44-BAFF908E9131},,,,,519159.28720082715,697912.2354774922
15,317660,1609769820000,Building Maintenance,Fire Plumbing,1300 AIR BASE BLVD,4.0,Closed,1609773060000.0,Call Center,32.3478864,-86.3445181,2021,{4BD6B07B-6A02-49DA-957F-D47433799402},,,,,498297.78069557995,672552.5716299862
16,317661,1609769880000,Building Maintenance,Fire Roofing,3003 EAST SOUTH BLVD,6.0,Closed,1610971680000.0,Call Center,32.3298487,-86.2460163,2021,{C9F7BC99-8440-48CD-AF52-4175F5E9B0E9},,,,,528693.0020572469,665859.0423661545
17,317662,1609769880000,Building Maintenance,Fire Roofing,1300 AIR BASE BLVD,4.0,Closed,1610023980000.0,Call Center,32.3478864,-86.3445181,2021,{A7BB9EF4-ECE8-4EA1-9FAB-2D47756C5AE2},,,,,498297.78069557995,672552.5716299862
18,317663,1609770000000,Building Maintenance,COM Electrical,329 E Vandiver Blvd,3.0,Closed,1609776300000.0,Call Center,32.417846,-86.2773105,2021,{898E5F68-B455-4E34-8935-90C6392F9463},,,,,519159.28720082715,697912.2354774922
19,317664,1609770060000,Traffic Engineering,Inquiries,TECHNACENTER DR,1.0,Closed,1609770060000.0,Call Center,32.3718901,-86.1338339,2021,{4D9EB7E9-D49E-4A66-857D-0C00F8767DA0},,,,,563388.1177062467,681038.7423216552
20,317665,1609770240000,Sanitation Department,Inquiries,,,Closed,1609770240000.0,Call Center,0.0,0.0,2021,{1D1243DC-3655-47E6-8879-8479E87E4934},,,,,NaN,NaN
21,317666,1609770240000,Sanitation Department,Inquiries,3112 FITZGERALD CIR,7.0,Closed,1609770240000.0,Call Center,32.355395,-86.2636664,2021,{B29D3762-4601-427F-BD4D-98779B1530BB},,,,,523278.3632802442,675174.5109399036
22,317667,1609770300000,Inspections Department,Inquiries,,,Closed,1609770300000.0,Call Center,0.0,0.0,2021,{0E11E95B-C366-4E55-A65A-D56F62D08A96},,,,,NaN,NaN
23,317668,1609770480000,Sanitation Department,Missed Pick Up,BISCAYNE DR,5.0,Closed,1609770480000.0,Call Center,32.317911,-86.2882295,2021,{3CC2317F-7642-4240-9835-28FBCDA394AB},,,,,515635.2138684131,661568.7822459042
24,317669,1609770600000,Sanitation Department,Garbage/Debris Dumping ( For debris that have been dumped mainly in downtown Montgomery along the r.o.w),3315 HAYNEVILLE RD,4.0,Closed,1610130420000.0,Call Center,32.3483036,-86.3555367,2021,{D2B3E30F-003A-4F22-BDB6-43416F21A6B2},,,,,494895.6129592471,672720.7743775696
25,317670,1609770720000,FAQ,Ask 3-1-1,,,Closed,1609770720000.0,Call Center,0.0,0.0,2021,{D07EC9AE-896F-459B-BE7A-D568AA5F69EB},,,,,NaN,NaN
26,317671,1609770780000,Street Maintenance,Replace Inlet(Storm Drain) Tops,WARES FERRY RD,1.0,Closed,1609967640000.0,Call Center,32.3928875,-86.1984502,2021,{8F78A7B8-4641-4A3A-9A21-04DC9A80342A},,,,,543464.0164784119,688739.8899770752
27,317672,1609770960000,City Jail Internal Building Maintenance,City Jail Carpentry,320 N Ripley St,3.0,Closed,1609851360000.0,Call Center,32.3818605,-86.2978134,2021,{02CB6C96-4420-40A9-94FF-D163B710087E},,,,,512775.3475409113,684847.0703349039
28,317673,1609771260000,Street Maintenance,Clean Inlets,676 JORYNE DR,1.0,Closed,1610115600000.0,Call Center,32.3736737,-86.2502025,2021,{B4C5804A-AD41-4C79-909A-DF80ABBB0429},,,,,527461.9936924949,681808.0652580708
29,317674,1609771380000,Street Maintenance,Debris In The Street,ATLANTA HWY,1.0,Closed,1609870140000.0,Call Center,32.3846143,-86.2524689,2021,{0BA04F22-D0B1-4592-8F6F-A9B901048F04},,,,,526777.8503757454,685791.1271738261
30,317675,1609771500000,Sanitation Department,Request A New Container,8481 MELBOURNE CIR,8.0,Closed,1610112000000.0,Call Center,32.3347989,-86.1578781,2021,{046BF419-956C-4AA8-837B-9CE609BB2FCD},,,,,555923.6142625771,667566.2935448214
31,317676,1609771620000,Sanitation Department,Street Sweepers,205 PERRY HILL RD,1.0,Closed,1610130540000.0,Call Center,32.3802185,-86.243555,2021,{781E12D7-E793-4AC9-B49D-1763FF48183A},,,,,529523.494818829,684181.2124146596
32,317677,1609771860000,FAQ,FAQ-Personnel,,,Closed,1609771860000.0,Call Center,0.0,0.0,2021,{075E95BD-8616-4ED3-BA11-BDFF349F6E9A},,,,,NaN,NaN
33,317678,1609772160000,Street Maintenance,Ditch Cutting That Is Not on Schedule List,3636 FARRAR ST,7.0,Closed,1610114940000.0,Call Center,32.3404677,-86.3109327,2021,{D13DC66E-4575-4C82-A33C-ADB142DA9E30},,,,,508658.00997507945,669805.671611987
34,317679,1609772280000,Sanitation Department,Missed Pick Up,NARROW LANE RD,5.0,Closed,1609772280000.0,Call Center,32.3158517,-86.2820001,2021,{C2CDEE39-DC45-41CC-ACE8-5866E154464E},,,,,517556.5482803285,660811.4763458222
35,317680,1609772460000,Sanitation Department,Inquiries,,,Closed,1609772460000.0,Call Center,0.0,0.0,2021,{40940CA6-3AE7-458D-8B42-6E552E26B057},,,,,NaN,NaN
36,317681,1609773600000,Street Maintenance,Fallen Trees and Limbs,3615 E Audubon Rd,7.0,Closed,1609968900000.0,Call Center,32.3375016,-86.2903802,2021,{B24950DE-7DC4-4839-BF93-5E3D7DD8E4A1},,,,,515001.19413907826,668698.8739568219
37,317682,1609773840000,Planning Department,Inquiries,,,Closed,1609773840000.0,Call Center,0.0,0.0,2021,{89B90BAB-2822-49B4-8418-D3804D56659A},,,,,NaN,NaN
38,317683,1609774020000,Sanitation Department,Exchange Damage Container,1047 STEPHENS ST,4.0,Closed,1610396820000.0,Call Center,32.3548945,-86.3243062,2021,{66454B22-3023-49BD-A212-D9704090F544},,,,,504551.5680567473,675072.9967072383
39,317684,1609774440000,Street Maintenance,Fallen Trees and Limbs,1108 OAKBROOK DR,3.0,Closed,1613498280000.0,Call Center,32.4325798,-86.2869903,2021,{0094C86B-B2FB-4709-B9D1-A61FDEB832B2},,,,,516194.91911382973,703285.171581991
40,317685,1609774440000,Sanitation Department,Trash Container Issues,3444 LAMUCK ST,4.0,Closed,1609775940000.0,Report2Gov iOS,32.3439529,-86.3605971,2021,{9B30C8C7-D4DD-4A72-B79E-82A3FC8FF495},,,,,493325.00684849545,671145.5908481553
41,317686,1609774500000,Urban Forestry,Tree Issues On City R.O.W.,OAKBROOK DR,3.0,Closed,1610047800000.0,Call Center,32.4305078,-86.2908197,2021,{B54791CA-074B-45E0-8D9E-04B720A12F24},,,,,515010.1537668295,702536.3823971525
42,317687,1609774680000,FAQ,Ask 3-1-1,,,Closed,1609774680000.0,Call Center,0.0,0.0,2021,{75D38DFC-1B6C-4B49-A08E-087CE8EC08D7},,,,,NaN,NaN
43,317688,1609774740000,Sanitation Department,Inquiries,,,Closed,1609774740000.0,Call Center,0.0,0.0,2021,{6E114FC4-9975-4AF0-B810-B38BB8BD52D1},,,,,NaN,NaN
44,317689,1609775220000,Building Maintenance,COM Plumbing,1010 FOREST AVE,3.0,Closed,1609782000000.0,Call Center,32.3684691,-86.2888766,2021,{B72B28B2-68E7-414E-B8FE-B46E15F7A2AB},,,,,515513.5428519137,679963.239879489
45,317690,1609775580000,FAQ,Ask 3-1-1,,,Closed,1609775580000.0,Call Center,0.0,0.0,2021,{EC3621C3-EFE3-4691-ACB2-1157B04E3F93},,,,,NaN,NaN
46,317691,1609775700000,Sanitation Department,Request A New Container,3890 FAUNSDALE DR,2.0,Closed,1610111940000.0,Call Center,32.3930894,-86.2402423,2021,{D03DC371-4ECD-44B4-A771-9831ECA0B5FA},,,,,530564.008157745,688859.9048289061
47,317692,1609775820000,Code Enforcement,Nuisance,3444 LAMUCK ST,4.0,Closed,1610111040000.0,Call Center,32.3439529,-86.3605971,2021,{FB276F01-0A4E-4427-92E2-FAF02B274424},,,,,493325.00684849545,671145.5908481553
48,317693,1609775880000,Code Enforcement,General Repairs,1736 HIGHLAND AVE,3.0,Closed,1609861080000.0,Call Center,32.371873,-86.285492,2021,{FBA7D0A7-7E44-4EFF-BD98-7E80557BEDDD},,,,,516563.8104364127,681197.1901674867
49,317694,1609775880000,FAQ,Ask 3-1-1,HICKORY DR,1.0,Closed,1609775940000.0,Call Center,32.3857904,-86.2392994,2021,{3703D5C8-FB6E-49BC-B14E-4B1DF84EE2DE},,,,,530844.9810209945,686203.3281210735
50,317695,1609775940000,FAQ,Ask 3-1-1,,,Closed,1609775940000.0,Call Center,0.0,0.0,2021,{B9914D1D-2B26-4B93-B616-39985F3CA2A7},,,,,NaN,NaN
51,317696,1609775940000,Sanitation Department,Inquiries,,,Closed,1609775940000.0,Call Center,0.0,0.0,2021,{094F3B62-2FE8-402F-A6F5-C8AA3685835F},,,,,NaN,NaN
52,317697,1609776300000,Street Maintenance,Fallen Trees and Limbs,536 DUNBARTON CT,1.0,Closed,1609968120000.0,Call Center,32.3914394,-86.2042348,2021,{C8CA09DE-9485-41EF-8901-756C09DEF86C},,,,,541676.6142133288,688219.197120823
53,317698,1609776360000,Sanitation Department,Container Ordinance,3478 WILMINGTON RD,7.0,Closed,1610047560000.0,Call Center,32.3417511,-86.3011232,2021,{21FEB1A6-3B2B-4E53-A4FE-6B791CA40D24},,,,,511689.785735663,670259.2156524062
54,317699,1609776420000,Sanitation Department,Container Ordinance,3451 WILMINGTON RD,7.0,Closed,1610047620000.0,Call Center,32.3427292,-86.3005485,2021,{A0E1B927-9F29-47AE-9B16-790278E89333},,,,,511868.8359024972,670614.2848241553
55,317700,1609776420000,FAQ,Ask 3-1-1,,,Closed,1609776420000.0,Call Center,0.0,0.0,2021,{86E4A97C-1513-4ADA-88FC-A391C5F3B7F8},,,,,NaN,NaN
56,317701,1609776420000,Code Enforcement,Parking On Front Lawn,3450 WILMINGTON RD,7.0,Closed,1609944000000.0,Call Center,32.3429449,-86.3011232,2021,{E1CB5907-56CC-414A-B676-5DDAFD70A087},,,,,511691.68271349743,670693.5336814076
57,317702,1609776480000,Sanitation Department,Exchange Damage Container,536 DUNBARTON CT,1.0,Closed,1610397000000.0,Call Center,32.3914394,-86.2042348,2021,{0A9AAA0F-F24C-4095-B613-EBD2F687EA45},,,,,541676.6142133288,688219.197120823
58,317703,1609776480000,Code Enforcement,Parking On Front Lawn,3478 WILMINGTON RD,7.0,Closed,1609944000000.0,Call Center,32.3417511,-86.3011232,2021,{C528D723-86D4-4028-AFF0-18ED8131F587},,,,,511689.785735663,670259.2156524062
59,317704,1609776480000,Code Enforcement,Parking On Front Lawn,3489 WILMINGTON RD,7.0,Closed,1609944180000.0,Call Center,32.3414027,-86.3005485,2021,{6AB0792C-2396-40DB-B4FF-57453B95B959},,,,,511866.7302636616,670131.6890045702
60,317705,1609776600000,FAQ,Ask 3-1-1,,,Closed,1609776600000.0,Call Center,0.0,0.0,2021,{CD86CFA6-F4F9-45C3-8A05-645625742468},,,,,NaN,NaN
61,317706,1609776780000,FAQ,Ask 3-1-1,,,Closed,1609776780000.0,Call Center,0.0,0.0,2021,{E85AA5AE-C288-4BEB-A617-4AB31788E86E},,,,,NaN,NaN
62,317707,1609776960000,FAQ,FAQ-Parks & Rec ,DOROTHY ST,4.0,Closed,1609776960000.0,Call Center,32.3577528,-86.3279181,2021,{C1F752DA-FE02-46D2-BA65-FD9C5C2348AE},,,,,503440.9859603271,676118.0172549859
63,317708,1609777080000,FAQ,Ask 3-1-1,,,Closed,1609777080000.0,Call Center,0.0,0.0,2021,{389AFE93-5BCB-4849-B7FC-8BE78A002278},,,,,NaN,NaN
64,317709,1609777260000,Street Maintenance,Clean Inlets,942 GREEN RIDGE RD,1.0,Closed,1610115480000.0,Call Center,32.3683572,-86.2557571,2021,{F5ECF191-E50D-4017-9E97-20A3DA35F35E},,,,,525739.4115077443,679880.5832206532
65,317710,1609777380000,Street Maintenance,Curb/Gutter Clean up (dirt/debris),942 GREEN RIDGE RD,1.0,Closed,1610116260000.0,Call Center,32.3683572,-86.2557571,2021,{FE296061-0F03-4496-B623-6644F78AC292},,,,,525739.4115077443,679880.5832206532
66,317711,1609777560000,Sanitation Department,Request A New Container,1338 Bristol Park Pl,8.0,Closed,1617628560000.0,Call Center,32.3061098,-86.1469233,2021,{0B7D3F08-9716-4978-93BE-3A4E5482DCAB},,,,,559276.726322744,657118.9085997418
67,317712,1609777800000,Building Maintenance,Fire Electrical,19 MADISON AVE,3.0,Closed,1609777860000.0,Call Center,32.3800947,-86.3084756,2021,{23BB88C9-021E-48D5-B6C7-D0228CA5B004},,,,,509480.896124579,684219.1030869037
68,317713,1609777800000,Building Maintenance,Fire Electrical,19 MADISON AVE,3.0,Closed,1609782180000.0,Call Center,32.3800947,-86.3084756,2021,{D4AA71A0-A4F4-4EAE-AD4A-B880FFFE6276},,,,,509480.896124579,684219.1030869037
69,317714,1609777980000,Street Maintenance,Clean Inlets,GLENWOOD RD,1.0,Closed,1610115660000.0,Call Center,32.3603044,-86.2494127,2021,{E4D7F3AD-30BA-457A-A6AD-18414B4F7CE4},,,,,527686.9299224131,676943.206549488
70,317715,1609778040000,FAQ,Ask 3-1-1,,,Closed,1609778040000.0,Call Center,0.0,0.0,2021,{4D8F922C-6552-4AF5-A37C-B151404AFB44},,,,,NaN,NaN
71,317716,1609778100000,Street Maintenance,Repair/Replace Fence or Gate,300 BOWLING GREEN DR,1.0,Closed,1611671340000.0,Call Center,32.386134,-86.2263108,2021,{E3798F2C-16C6-42FE-908C-91299BB6F264},,,,,534855.0471478291,686313.3603813201
72,317717,1609778160000,Sanitation Department,Request A New Container,725 ALEXANDER ST,7.0,Closed,1610111940000.0,Call Center,32.3535534,-86.3192346,2021,{D6BF21F2-5874-43B7-82BB-36EB6E9E7B07},,,,,506115.50784224644,674577.9425792396
73,317718,1609778220000,Sanitation Department,Leaves and Debris Pick up,4436 BELL CHASE,8.0,Closed,1610123340000.0,Call Center,32.3223461,-86.2035,2021,{EE312F8C-A697-41D3-BE8C-441A09BB4433},,,,,541816.5178049132,663081.549561575
74,317719,1609778400000,Sanitation Department,Inquiries,,,Closed,1609778400000.0,Call Center,0.0,0.0,2021,{D99AD7DF-C986-4683-9558-FD5F53191CF1},,,,,NaN,NaN
75,317720,1609778400000,FAQ,Ask 3-1-1,,,Closed,1609778400000.0,Call Center,0.0,0.0,2021,{AFD9C1E6-ECE2-499A-82EE-AB565744DD5B},,,,,NaN,NaN
76,317721,1609778400000,Code Enforcement,Nuisance,4900 PLAZA DR,6.0,Closed,1609874460000.0,Call Center,32.3194906,-86.2307764,2021,{13CA93EC-F933-40EC-B3B7-EF047E220306},,,,,533386.5110429116,662072.8734293208
77,317722,1609778580000,Sanitation Department,Leaves and Debris Pick up,2125 EAST FIFTH ST (OP),7.0,Closed,1610141700000.0,Call Center,32.3613268,-86.2729129,2021,{E5B382ED-A6CF-408B-A865-A2C7C76D4F25},,,,,520431.8506005779,677344.1706425697
78,317723,1609778640000,Sanitation Department,Exchange Damage Container,2713 SWEETBRIAR RD,2.0,Closed,1610397060000.0,Call Center,32.3976875,-86.2716636,2021,{77866D7E-A22B-4EA5-B7CE-DEE4D8C7E3B5},,,,,520871.81395949423,690571.0848054886
79,317724,1609778640000,Sanitation Department,General Sanitation Inquiry,4072 FAUNSDALE DR,2.0,Closed,1617628680000.0,Call Center,32.3905654,-86.2341304,2021,{CC83D72C-3B5E-4848-9C83-D08B590544A6},,,,,532447.1713861637,687934.5169159025
80,317725,1609778640000,Street Maintenance,Clean Inlets,836 WESTOVER RD,2.0,Closed,1610115540000.0,Website,32.3998843,-86.2607557,2021,{687933FD-5307-4656-BF5E-B2EB49993EBB},,,,,524241.8639779128,691356.6819875762
81,317726,1609778820000,Traffic Engineering,Repair Existing Signs,HILLWOOD DR,5.0,Closed,1609781520000.0,Call Center,32.3482254,-86.2547302,2021,{4923CF18-6C05-47F5-9480-5EF001185A72},,,,,526027.647807911,672555.1539739072
82,317727,1609778880000,Sanitation Department,Leaves and Debris Pick up,6124 PROVOST AVE,6.0,Closed,1610141880000.0,Call Center,32.3047373,-86.2232144,2021,{6AAD98B8-6612-4255-8E3D-92043EB0569D},,,,,535703.0953204967,656696.920598574
83,317728,1609778880000,Code Enforcement,Parking On Front Lawn,3562 PELZER AVE,2.0,Closed,1609873740000.0,Call Center,32.3890481,-86.2529798,2021,{1287F267-9345-42C8-BD29-822CACE04235},,,,,526626.4605866633,687404.8198125735
84,317729,1609778940000,Code Enforcement,Parking On Front Lawn,3563 PELZER AVE,2.0,Closed,1609873740000.0,Call Center,32.3895307,-86.2528608,2021,{9DD4C906-96B9-4701-8D69-BCBD519ECADF},,,,,526663.8837401606,687580.2518764064
85,317730,1609779000000,Code Enforcement,Parking On Front Lawn,3557 PELZER AVE,2.0,Closed,1609873740000.0,Call Center,32.3894936,-86.2530989,2021,{E396D22D-BD96-4F25-8545-D8B990B944F7},,,,,526590.3317219131,687567.0429133251
86,317731,1609779360000,Sanitation Department,Exchange Damage Container,396 GLADE PARK DR,2.0,Closed,1610121780000.0,Call Center,32.3940107,-86.2222219,2021,{9E4AB9EB-0EEF-4854-BD0B-06D2846312E5},,,,,536127.7129095793,689174.3907484859
87,317732,1609780020000,Sanitation Department,Inquiries,,,Closed,1609780020000.0,Call Center,0.0,0.0,2021,{ED488229-D9E1-40B3-8745-C8FFC619C071},,,,,NaN,NaN
88,317733,1609780080000,Building Maintenance,COM HVAC/Refrigeration,4450 Brewbaker Dr,6.0,Closed,1609786140000.0,Call Center,32.32121,-86.220217,2021,{A95826F1-5940-4BAE-BAF6-6ADC3BE2E9CF},,,,,536650.8552359939,662686.4686588198
89,317734,1609780440000,Code Enforcement,Parking On Front Lawn,3249 FERNWAY DR,5.0,Closed,1609874520000.0,Call Center,32.3437381,-86.2536742,2021,{8BEE85FC-D216-4C1D-8617-F0EF780833EB},,,,,526347.3643600792,670921.344249405
90,317735,1609780620000,Code Enforcement,Nuisance,3243 FERNWAY DR,5.0,Closed,1609874520000.0,Call Center,32.3439424,-86.2538527,2021,{C188CFCC-5B8C-448A-95D0-F3C829652DD9},,,,,526292.5271994136,670995.8870793208
91,317736,1609780680000,Planning Department,Business in Residential District,3243 FERNWAY DR,5.0,Closed,1609787700000.0,Call Center,32.3439424,-86.2538527,2021,{A49E680C-FE31-491A-A9AA-1AB0242B5B07},,,,,526292.5271994136,670995.8870793208
92,317737,1609780740000,Sanitation Department,Inquiries,,,Closed,1609780740000.0,Call Center,0.0,0.0,2021,{B9B644A2-3BC2-413D-B04A-FD87D2A19564},,,,,NaN,NaN
93,317738,1609780740000,Sanitation Department,Inquiries,,,Closed,1609780740000.0,Call Center,0.0,0.0,2021,{056C4BC1-C204-462D-B3F9-6A66A6DF87FA},,,,,NaN,NaN
94,317739,1609780980000,Street Maintenance,Pothole Repairing,3740 DALRAIDA PKWY,2.0,Closed,1609968780000.0,Call Center,32.392849,-86.2470281,2021,{FC2E7517-0320-4936-B772-F91FB5203C21},,,,,528469.046796497,688780.48011899
95,317740,1609781040000,FAQ,Ask 3-1-1,,,Closed,1609781040000.0,Call Center,0.0,0.0,2021,{5821FCFD-BCE6-4228-BE9D-206239C38989},,,,,NaN,NaN
96,317741,1609781100000,FAQ,Ask 3-1-1,,,Closed,1609781220000.0,Call Center,0.0,0.0,2021,{D5AAE3B0-34AF-4E6C-A9F3-FAB91B0D5F1D},,,,,NaN,NaN
97,317742,1609781520000,Traffic Engineering,Install New Signs,1836 WOODMERE LOOP,9.0,Closed,1610547540000.0,Call Center,32.3484947,-86.2048305,2021,{FAF6A1EA-8722-4790-AD9E-00326A9B8854},,,,,541438.4959231615,672596.0731834024
98,317743,1609781820000,FAQ,Ask 3-1-1,,,Closed,1609781820000.0,Call Center,0.0,0.0,2021,{1F8D2CD4-9CC2-45AB-AC00-514574440670},,,,,NaN,NaN
99,317744,1609781880000,FAQ,FAQ-Municipal Court,,,Closed,1609781880000.0,Call Center,0.0,0.0,2021,{7E15B985-9CFA-43A9-8AD1-25E2C3563904},,,,,NaN,NaN
100,317745,1609782180000,Building Maintenance,COM HVAC/Refrigeration,1018 MADISON AVE,3.0,Closed,1609782600000.0,Call Center,32.3798182,-86.2944834,2021,{7C9C6731-E8A5-451A-A56F-323464513B34},,,,,513800.1706224941,684099.6062786579
101,317746,1609782420000,FAQ,Ask 3-1-1,,,Closed,1609782420000.0,Call Center,0.0,0.0,2021,{6B95D854-7322-46BF-AC73-9A7B76FAEFB0},,,,,NaN,NaN
102,317747,1609782780000,Sanitation Department,Inquiries,,,Closed,1609782780000.0,Call Center,0.0,0.0,2021,{8EF4C636-5EF8-4A40-B2BB-D542F9F213BC},,,,,NaN,NaN
103,317748,1609783140000,Street Maintenance,Sidewalk,1438 GILMER AVE,3.0,Closed,1721394480000.0,Call Center,32.3582445,-86.3049878,2021,{2C94FAAA-B1D1-42B9-B39E-FA455D6386F0},,,,,510522.62402799726,676264.9483915716
104,317749,1609783440000,Urban Forestry,Tree Maintenance,420 N Decatur St,3.0,Closed,1610144100000.0,Control Panel,32.3826852,-86.3025898,2021,{29C1BD4B-28AC-455E-B5EB-07FCEC41BDC3},,,,,511302.1100018285,685153.542490989
105,317750,1609784340000,Code Enforcement,General Repairs,3338 Fountain Ct,8.0,Closed,1610112960000.0,Call Center,32.3327892,-86.2271476,2021,{63D304A9-A5B3-4D67-9A8E-F21360C7EB16},,,,,534525.3289752454,666906.8860709891
106,317751,1609784820000,Sanitation Department,Missed Pick Up,2712 ENDICOTT DR,6.0,Closed,1610141220000.0,Call Center,32.3193239,-86.2557174,2021,{DDB8F8EB-4AF0-43FF-BC98-758AE8B17095},,,,,525681.3115583286,662041.6982948259
107,317752,1609785000000,Building Maintenance,COM Electrical,320 N Ripley St,3.0,Closed,1609864680000.0,Call Center,32.3818605,-86.2978134,2021,{1B947091-8CBD-4283-80CE-FFAF7CB6E089},,,,,512775.3475409113,684847.0703349039
108,317753,1609785300000,Street Maintenance,Request Cleaning,200 SHELLY LN,3.0,Closed,1610116020000.0,Call Center,32.4164264,-86.2822917,2021,{C09ED75A-F26D-4AAF-8993-A09DBA00488E},,,,,517619.95071258023,697402.184660323
109,317754,1609785360000,Code Enforcement,Nuisance,200 SHELLY LN,3.0,Closed,1609871280000.0,Call Center,32.4164264,-86.2822917,2021,{9C256F12-3D3C-4A13-A1F6-E2DAB6CBB2EB},,,,,517619.95071258023,697402.184660323
110,317755,1609786080000,Sanitation Department,Request A New Container,109 KINGSWOOD RD,4.0,Closed,1610396940000.0,Call Center,32.310608,-86.3479933,2021,{700DAE1C-A6C0-4AF6-BBDA-1FA4FB24E556},,,,,497159.37319549546,658995.3877864033
111,317756,1609786500000,Street Maintenance,Clean Inlets,307 FERRY WAY,2.0,Closed,1610115540000.0,Call Center,32.3874474,-86.2481789,2021,{891A4940-4CD6-4B72-8F03-4288A1CE0F42},,,,,528106.1977846622,686816.682865493
112,317757,1609787520000,FAQ,Ask 3-1-1,,,Closed,1609787520000.0,Call Center,0.0,0.0,2021,{611091D1-0FA9-40D6-8F99-57AE6ED68F5A},,,,,NaN,NaN
113,317758,1609787760000,Inspections Department,Inquiries,,,Closed,1609787760000.0,Call Center,0.0,0.0,2021,{FD728744-00DD-4449-8A69-9834B7B631BD},,,,,NaN,NaN
114,317759,1609787940000,Sanitation Department,Inquiries,,,Closed,1609787940000.0,Call Center,0.0,0.0,2021,{7AF514ED-ADB0-4338-A62E-ABF738A2B02D},,,,,NaN,NaN
115,317760,1609787940000,Sanitation Department,Leaves and Debris Pick up,Knoll Gate Rd,6.0,Closed,1610141820000.0,Call Center,32.2992188,-86.2496557,2021,{5DEE3E5B-6B68-432A-878F-3D1C763BC8EA},,,,,527525.5342478305,654719.9632664025
116,317761,1609788660000,Code Enforcement,Inquiries,4113 GATEWAY DR,4.0,Closed,1609788660000.0,Call Center,32.3166329,-86.3822367,2021,{7BA5C146-B51F-4DD8-9B3C-3048EDA2FA1F},,,,,486590.7585059963,661239.8055416569
117,317762,1609788660000,Sanitation Department,Missed Pick Up,WOODLEY PARK DR,6.0,Closed,1610122200000.0,Call Center,32.3183273,-86.2532522,2021,{4185F179-AD79-497A-920D-FE3D035FB8AB},,,,,526441.4606285803,661676.1330810711
